,saleprice,lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod/add,yr_sold,mas_vnr_area,bsmtfin_sf_1,total_bsmt_sf,frst_flr_sf,sec_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,totrms_abvgrd,fireplaces,garage_area,wood_deck_sf,open_porch_sf,screen_porch,neighborhood,exter_qual,exter_cond,bsmt_exposure,kitchen_qual,garage_finish,heating_qc,fireplace_qu
1028,123600,60.0,8070,4,5,1994,1995,2007,0.0,588.0,990.0,990,0,990,1.0,0.0,1,0,3,5,0,0.0,0,0,0,CollgCr,TA,TA,No,TA,None,Ex,None
1029,160000,84.0,8658,6,5,1965,1965,2006,101.0,643.0,1088.0,1324,0,1324,0.0,0.0,2,0,3,6,1,440.0,0,138,0,NAmes,TA,TA,No,TA,RFn,Ex,TA
1030,181000,0.0,8063,6,5,2000,2000,2007,0.0,0.0,924.0,948,742,1690,0.0,0.0,2,1,3,7,1,463.0,100,48,0,Gilbert,TA,TA,No,TA,RFn,Ex,TA
1031,125000,49.0,8235,5,7,1955,1995,2008,0.0,180.0,825.0,825,0,825,1.0,0.0,1,0,2,4,0,720.0,140,50,0,OldTown,TA,Gd,No,TA,RFn,TA,None
1032,154000,78.0,11700,6,6,1968,1968,2009,0.0,298.0,727.0,829,727,1556,0.0,0.0,1,1,4,8,0,441.0,0,0,0,NWAmes,TA,TA,No,TA,Unf,Ex,None
1033,231000,74.0,12961,6,5,1993,1994,2010,0.0,944.0,1152.0,1152,645,1797,1.0,0.0,2,1,3,7,1,616.0,162,312,0,Mitchel,Gd,Gd,Mn,Gd,Fin,Ex,Fa
1034,142000,65.0,8450,5,6,1968,1968,2010,0.0,775.0,1056.0,1056,0,1056,1.0,0.0,1,0,3,6,1,304.0,0,85,0,NAmes,TA,TA,No,TA,Unf,Ex,Fa
1035,475000,90.0,22950,10,9,1892,1993,2006,0.0,0.0,1107.0,1518,1518,3608,0.0,0.0,2,1,4,12,2,840.0,0,260,410,OldTown,Gd,Gd,Mn,Ex,Unf,Ex,TA
1036,375000,41.0,5748,8,5,2005,2006,2006,473.0,1573.0,1573.0,1778,0,1778,2.0,0.0,2,0,2,5,1,495.0,123,53,153,Crawfor,Gd,TA,Gd,Ex,Fin,Ex,Gd
1037,115000,70.0,10500,4,5,1971,1971,2010,0.0,432.0,864.0,864,0,864,0.0,0.0,1,0,3,5,1,0.0,0,0,0,NAmes,TA,TA,No,TA,None,TA,Po
1038,185000,62.0,7500,7,5,2004,2005,2009,0.0,410.0,1221.0,1221,0,1221,1.0,0.0,2,0,2,6,0,400.0,0,113,0,Somerst,Gd,TA,No,Gd,RFn,Ex,None
1039,108500,62.0,10042,6,8,1920,1995,2007,0.0,144.0,660.0,740,125,865,1.0,0.0,1,0,2,4,1,216.0,0,0,0,Edwards,TA,TA,No,TA,Unf,TA,Gd
1040,147400,24.0,2544,7,5,2005,2005,2006,0.0,0.0,600.0,520,623,1223,0.0,0.0,2,1,2,4,0,480.0,0,166,0,Somerst,Gd,TA,No,Gd,RFn,Ex,None
1041,156000,35.0,3768,7,5,1999,1999,2009,218.0,549.0,691.0,713,739,1452,1.0,0.0,2,1,3,6,0,506.0,0,34,0,Somerst,Gd,TA,No,Gd,Unf,Ex,None
1042,120000,0.0,10320,5,6,1915,1978,2008,0.0,0.0,880.0,880,428,1308,0.0,0.0,2,0,2,6,0,400.0,0,0,0,IDOTRR,TA,Fa,No,TA,Unf,Gd,None
1043,167000,61.0,9734,7,5,2004,2004,2009,0.0,241.0,384.0,744,630,1374,0.0,0.0,2,1,3,7,0,400.0,0,0,0,Gilbert,Gd,TA,Mn,Gd,Fin,Ex,None
1044,191000,43.0,3182,7,5,2005,2006,2008,14.0,16.0,1346.0,1504,0,1504,0.0,0.0,2,0,2,7,1,437.0,156,20,0,Blmngtn,Gd,TA,No,Gd,Fin,Ex,Gd
1045,161500,56.0,8872,6,5,1997,1997,2007,0.0,0.0,384.0,754,630,1384,0.0,0.0,2,1,3,7,1,390.0,0,0,0,Gilbert,TA,TA,No,TA,Fin,Gd,TA
1046,130000,70.0,12198,5,6,1955,1975,2007,0.0,780.0,1204.0,1411,0,1411,0.0,0.0,1,0,3,7,1,310.0,278,82,0,NAmes,TA,TA,Av,TA,RFn,TA,TA
1047,132500,80.0,8480,5,6,1963,1963,2007,0.0,630.0,970.0,970,0,970,1.0,0.0,1,0,2,5,0,624.0,0,24,192,Sawyer,TA,TA,No,TA,Unf,TA,None
1048,144000,0.0,10200,5,8,1970,1970,2008,0.0,704.0,864.0,904,0,904,0.0,0.0,1,0,3,5,0,912.0,143,0,0,Sawyer,TA,Gd,Av,Gd,Unf,Ex,None
1049,141000,0.0,9555,5,6,1979,1979,2007,0.0,0.0,0.0,1100,1133,2233,0.0,0.0,2,1,5,11,0,579.0,0,0,0,Edwards,TA,TA,No,TA,Fin,TA,None
1050,117000,60.0,7200,4,8,1972,2006,2007,0.0,385.0,385.0,875,0,875,0.0,0.0,1,0,3,5,0,728.0,352,0,0,CollgCr,TA,Gd,No,Gd,Unf,Gd,None
1051,84500,60.0,6780,6,8,1935,1982,2006,0.0,490.0,520.0,520,0,754,1.0,0.0,1,0,2,5,0,0.0,53,0,0,IDOTRR,TA,Fa,Av,TA,None,Gd,None
1053,117500,70.0,9100,5,6,1965,1965,2009,0.0,338.0,925.0,925,0,925,0.0,1.0,1,0,2,5,0,429.0,0,0,0,NAmes,TA,TA,No,TA,Unf,Ex,None
1054,160000,130.0,9600,5,7,1940,1950,2009,0.0,428.0,728.0,976,332,1308,1.0,0.0,1,1,2,7,2,256.0,0,70,0,Crawfor,Gd,Gd,No,TA,Unf,Ex,TA
1055,187000,81.0,14175,5,5,1956,1998,2007,0.0,386.0,1240.0,1375,0,1375,1.0,0.0,1,0,3,6,1,323.0,0,0,0,Sawyer,TA,TA,No,TA,Unf,Gd,Gd
1056,350000,110.0,14277,8,5,2003,2003,2007,280.0,938.0,1317.0,1217,1168,2385,1.0,0.0,2,1,3,7,1,818.0,192,228,0,NridgHt,Gd,TA,Mn,Gd,Fin,Ex,Gd
1057,133000,60.0,9000,5,5,1974,1974,2008,0.0,0.0,896.0,896,896,1792,0.0,0.0,2,2,4,8,0,480.0,0,45,0,NAmes,TA,TA,Mn,TA,Unf,TA,None
1058,417500,105.0,13693,8,5,2007,2007,2008,554.0,1728.0,2418.0,2464,0,2464,1.0,0.0,2,1,4,9,1,650.0,358,78,0,NridgHt,Gd,TA,Gd,Ex,Fin,Ex,Ex
1059,175900,51.0,3635,7,5,2007,2007,2009,130.0,988.0,1386.0,1569,0,1569,0.0,1.0,2,0,1,7,1,660.0,143,20,0,Blmngtn,Gd,TA,No,Gd,RFn,Ex,TA
1060,323262,84.0,10933,9,5,2009,2009,2009,242.0,1021.0,1555.0,1680,0,1680,1.0,0.0,1,1,1,8,1,1138.0,185,24,0,CollgCr,Ex,TA,Gd,Ex,Fin,Ex,Gd
1061,185000,65.0,8450,7,5,2003,2003,2007,0.0,699.0,1337.0,1337,0,1337,1.0,0.0,2,0,3,6,0,531.0,0,39,0,CollgCr,Gd,TA,Mn,Gd,RFn,Ex,None
1062,129800,60.0,8550,6,8,1934,1950,2006,0.0,574.0,816.0,816,0,816,1.0,0.0,1,0,2,4,1,240.0,228,0,0,NAmes,TA,TA,No,TA,Unf,Ex,Fa
1063,220000,95.0,12182,7,5,2005,2005,2010,226.0,1201.0,1541.0,1541,0,1541,0.0,0.0,2,0,3,7,1,532.0,0,70,0,NridgHt,Gd,TA,Mn,Gd,RFn,Ex,Gd
1064,133000,51.0,6120,4,7,1935,1995,2009,0.0,0.0,884.0,989,584,1573,0.0,0.0,1,0,3,6,0,240.0,0,0,120,BrkSide,TA,TA,No,Gd,Unf,Ex,None
1065,133500,60.0,10800,4,7,1949,1996,2009,0.0,0.0,832.0,832,629,1461,0.0,0.0,2,0,4,6,0,384.0,0,204,0,NAmes,TA,TA,No,TA,Unf,TA,None
1066,170000,0.0,12760,6,5,1976,1976,2010,0.0,0.0,1958.0,2048,0,2048,0.0,0.0,3,0,5,9,0,776.0,0,0,0,Mitchel,TA,TA,No,TA,Unf,TA,None
1067,168000,0.0,7655,6,5,1993,1994,2007,0.0,0.0,903.0,910,732,1642,0.0,0.0,2,1,3,7,1,392.0,290,84,0,Gilbert,TA,TA,No,TA,RFn,Gd,TA
1068,140750,60.0,10560,6,7,1922,1994,2010,0.0,283.0,738.0,868,602,1470,0.0,0.0,1,1,2,6,0,624.0,0,0,0,OldTown,TA,TA,No,TA,Unf,Ex,None
1069,204000,60.0,7500,6,5,1999,2003,2007,0.0,0.0,938.0,957,1342,2299,0.0,0.0,3,1,5,7,1,482.0,188,30,0,Gilbert,TA,TA,No,TA,Fin,Ex,TA
1070,222500,0.0,9505,7,5,2001,2001,2010,180.0,0.0,884.0,884,1151,2035,0.0,0.0,2,1,3,8,1,434.0,144,48,0,Gilbert,Gd,TA,No,Gd,Fin,Ex,Gd
1071,134500,69.0,10205,5,5,1962,1962,2006,0.0,784.0,925.0,999,0,999,1.0,0.0,1,0,3,6,0,300.0,150,72,0,NAmes,TA,TA,Av,TA,Unf,TA,None
1072,214000,45.0,4379,8,5,2004,2004,2007,0.0,851.0,1378.0,1378,0,1378,1.0,0.0,2,0,2,6,1,540.0,160,56,0,Somerst,Gd,TA,Av,Gd,Fin,Ex,Gd
1073,119900,65.0,7800,5,7,1939,1950,2006,0.0,507.0,793.0,793,325,1118,1.0,0.0,1,0,3,5,1,410.0,0,0,271,OldTown,TA,TA,Mn,TA,Unf,TA,Gd
1074,118000,92.0,12108,4,4,1955,1955,2008,270.0,133.0,1440.0,1440,0,1440,0.0,0.0,2,0,4,8,0,0.0,0,0,0,Edwards,TA,TA,No,Fa,None,TA,None
1075,135000,70.0,7000,5,7,1960,2002,2007,45.0,588.0,1010.0,1134,0,1134,0.0,0.0,1,0,2,6,0,254.0,0,16,0,NAmes,TA,TA,No,TA,RFn,Ex,None
1076,207000,64.0,13053,6,7,1923,2000,2008,0.0,0.0,833.0,1053,795,1848,0.0,0.0,1,1,4,8,1,370.0,0,0,220,BrkSide,TA,TA,No,Gd,Unf,Gd,Gd
1077,136500,60.0,8400,6,5,1925,1950,2008,0.0,423.0,1181.0,1390,304,1694,0.0,0.0,2,0,4,7,1,576.0,342,0,0,SWISU,TA,TA,No,TA,Unf,Fa,Gd
1078,107900,50.0,6000,4,7,1954,2000,2008,0.0,0.0,901.0,901,0,901,0.0,0.0,1,0,2,4,0,281.0,0,0,0,OldTown,TA,TA,No,TA,Unf,Ex,None
1079,126000,0.0,6240,6,5,1938,1950,2007,0.0,52.0,861.0,861,548,1409,1.0,0.0,1,1,3,6,1,528.0,225,0,0,BrkSide,TA,TA,No,TA,Unf,Gd,Gd
1080,215000,141.0,31770,6,5,1960,1960,2010,112.0,639.0,1080.0,1656,0,1656,1.0,0.0,1,0,3,7,2,528.0,210,62,0,NAmes,TA,TA,Gd,TA,Fin,Fa,Gd
1081,426000,96.0,12474,10,5,2007,2008,2008,272.0,1280.0,1682.0,1742,590,2332,1.0,0.0,2,1,3,9,1,846.0,196,134,0,NridgHt,Ex,TA,Av,Ex,Fin,Ex,Ex
1082,147000,80.0,9600,5,7,1950,2007,2009,0.0,607.0,1113.0,1113,0,1113,0.0,0.0,1,0,3,5,1,264.0,0,80,0,NAmes,Gd,TA,No,Gd,Unf,Gd,Gd
1083,147500,64.0,8574,6,8,1916,2000,2009,0.0,0.0,816.0,1232,0,1232,0.0,0.0,1,0,3,6,1,440.0,0,0,0,Crawfor,Gd,TA,No,Gd,Unf,Ex,Gd
1084,383000,104.0,14418,9,5,2007,2007,2008,480.0,1375.0,1950.0,1950,0,1950,1.0,0.0,2,0,2,7,1,706.0,156,207,0,NridgHt,Ex,TA,Gd,Ex,Fin,Ex,Gd
1085,241500,80.0,10400,7,5,1988,1988,2006,102.0,929.0,1845.0,1872,0,1872,0.0,1.0,2,0,3,6,1,604.0,197,39,0,NWAmes,TA,TA,Av,TA,Fin,Gd,TA
1086,147500,63.0,15564,6,6,1914,1995,2008,0.0,0.0,676.0,676,588,1264,0.0,0.0,1,0,3,6,0,400.0,424,0,0,Crawfor,TA,TA,No,TA,Unf,Ex,None
1087,355000,101.0,13543,8,5,2005,2005,2008,130.0,16.0,1168.0,1168,1332,2500,0.0,0.0,3,1,5,9,1,683.0,192,32,0,StoneBr,Gd,TA,Gd,Ex,Fin,Ex,Gd
1088,109500,50.0,6130,5,6,1924,1950,2008,0.0,784.0,784.0,784,0,784,1.0,0.0,1,0,2,5,0,0.0,0,0,0,BrkSide,TA,TA,No,Gd,None,Gd,None
1089,45000,50.0,5925,2,4,1940,1950,2009,0.0,0.0,0.0,612,0,612,0.0,0.0,1,0,1,4,0,308.0,0,0,0,OldTown,TA,Gd,No,TA,Unf,Fa,None
1090,244400,0.0,24090,7,7,1940,1950,2010,0.0,0.0,1032.0,1207,1196,2403,0.0,0.0,2,0,4,10,2,349.0,56,0,0,ClearCr,TA,Gd,Mn,TA,Unf,Ex,TA
1091,167000,80.0,9600,6,5,1953,1953,2009,238.0,1285.0,1416.0,1644,0,1644,1.0,0.0,1,0,3,7,2,418.0,110,0,0,NAmes,TA,TA,No,TA,Fin,TA,Gd
1092,200000,65.0,8158,7,5,2002,2002,2007,214.0,0.0,860.0,860,869,1729,0.0,0.0,2,1,3,7,0,542.0,386,63,0,CollgCr,Gd,TA,No,Gd,Fin,Ex,None
1093,80000,50.0,5220,5,3,1936,1950,2006,0.0,0.0,830.0,879,0,879,0.0,0.0,1,0,2,4,0,180.0,0,108,0,SWISU,TA,TA,No,TA,Unf,Gd,None
1094,115000,60.0,8172,5,7,1955,1990,2006,0.0,167.0,864.0,864,0,864,1.0,0.0,1,0,2,5,0,572.0,0,0,0,Edwards,TA,TA,No,TA,Unf,TA,None
1095,139000,72.0,9000,6,5,1956,1956,2008,74.0,616.0,1196.0,1196,0,1196,1.0,0.0,1,0,2,6,1,297.0,0,44,0,NAmes,TA,TA,No,TA,RFn,Gd,Gd
1096,149500,74.0,7844,6,7,1978,1978,2006,203.0,209.0,672.0,672,728,1400,0.0,0.0,1,1,3,6,1,440.0,0,0,0,Sawyer,TA,TA,No,TA,Fin,TA,TA
1097,108000,60.0,9084,4,5,1940,1950,2009,0.0,0.0,755.0,755,755,1510,1.0,0.0,1,0,4,7,1,296.0,120,0,0,Edwards,TA,TA,Mn,TA,Unf,TA,Gd
1098,106250,60.0,10800,4,7,1900,2000,2008,0.0,0.0,0.0,694,600,1294,0.0,0.0,2,0,3,7,0,0.0,220,114,0,OldTown,TA,TA,No,TA,None,TA,None
1099,194000,74.0,8556,7,5,2006,2006,2007,0.0,0.0,1240.0,1240,0,1240,0.0,0.0,2,0,2,5,0,826.0,140,93,0,CollgCr,Gd,TA,Av,Gd,RFn,Ex,None
1100,129500,70.0,9100,5,4,1962,1962,2006,51.0,36.0,988.0,988,0,988,1.0,0.0,1,0,3,6,0,624.0,0,0,0,Sawyer,TA,TA,No,TA,Unf,Ex,None
1101,126000,63.0,8668,5,5,1968,1968,2007,0.0,0.0,1560.0,1560,0,1560,0.0,0.0,2,0,4,8,0,792.0,0,0,0,NAmes,TA,TA,No,TA,Unf,TA,None
1102,120000,70.0,11767,5,5,1950,1950,2009,0.0,1078.0,1078.0,1368,0,1368,1.0,0.0,1,0,3,6,0,195.0,0,41,0,Edwards,TA,TA,Mn,TA,RFn,TA,None
1103,213000,70.0,8400,7,5,2004,2005,2010,109.0,712.0,1473.0,1484,0,1484,1.0,0.0,2,0,3,7,0,606.0,0,35,0,CollgCr,Gd,TA,Av,Gd,RFn,Ex,None
1104,190000,40.0,3874,8,5,1980,1980,2006,0.0,807.0,1226.0,1226,0,1226,1.0,0.0,1,0,1,4,1,484.0,133,78,0,Greens,Gd,TA,Gd,Gd,Fin,TA,Fa
1105,183500,0.0,8076,6,6,1993,1994,2006,112.0,705.0,1160.0,1169,0,1169,0.0,1.0,2,0,3,6,1,402.0,0,26,144,Gilbert,TA,TA,No,TA,Fin,Gd,TA
1106,172000,93.0,10090,7,5,1963,1999,2007,364.0,242.0,725.0,1035,616,1651,0.0,1.0,2,0,4,6,2,276.0,460,46,165,NAmes,TA,TA,Av,TA,Unf,TA,TA
1107,100000,67.0,8877,4,6,1938,1958,2009,0.0,690.0,816.0,816,0,816,1.0,0.0,1,0,2,3,1,288.0,0,0,0,Edwards,TA,TA,Mn,TA,Unf,Ex,Gd
1108,218836,85.0,11058,7,6,2007,2007,2008,212.0,56.0,1564.0,1564,0,1564,0.0,0.0,2,0,3,6,0,814.0,0,24,0,CollgCr,Gd,TA,No,Gd,RFn,Ex,None
1109,163000,60.0,10800,6,7,1905,2000,2008,0.0,0.0,482.0,1221,691,1912,0.0,0.0,2,0,3,7,1,672.0,0,25,0,OldTown,TA,TA,No,TA,Unf,Ex,TA
1110,206580,59.0,10936,7,5,2006,2006,2007,0.0,0.0,1510.0,1525,0,1525,0.0,0.0,2,1,3,6,1,534.0,100,18,0,Gilbert,Gd,TA,Av,Gd,RFn,Ex,Gd
1111,163990,65.0,8461,6,5,2005,2006,2006,0.0,0.0,728.0,728,728,1456,0.0,0.0,2,1,3,8,1,390.0,0,24,0,CollgCr,Gd,TA,No,Gd,Fin,Ex,Gd
1112,116500,60.0,7518,5,8,1910,2004,2006,0.0,0.0,396.0,665,665,1330,0.0,0.0,1,0,3,7,0,390.0,0,72,0,IDOTRR,Fa,Gd,No,TA,Unf,Gd,None
1113,188000,0.0,8010,7,5,2002,2003,2008,0.0,0.0,840.0,840,880,1720,0.0,0.0,2,1,3,7,1,400.0,138,48,0,Gilbert,Gd,TA,No,Gd,Fin,Ex,Gd
1114,175000,0.0,10050,5,6,1966,1966,2007,87.0,602.0,793.0,1280,0,1280,0.0,1.0,2,0,3,6,1,432.0,140,40,0,NAmes,TA,TA,Av,TA,Fin,Ex,TA
1115,182000,38.0,4740,8,5,1988,1988,2007,0.0,248.0,1166.0,1179,0,1179,1.0,0.0,2,0,2,5,0,480.0,0,108,135,StoneBr,Gd,TA,Gd,TA,RFn,Gd,None
1116,103000,60.0,6978,5,7,1926,1980,2007,0.0,0.0,850.0,960,0,960,0.0,0.0,1,0,2,5,0,576.0,0,0,0,OldTown,Gd,Gd,No,TA,RFn,TA,None
1117,466500,0.0,11400,10,5,2001,2002,2007,705.0,1282.0,2633.0,2633,0,2633,1.0,0.0,2,1,2,8,2,804.0,314,140,0,NoRidge,Ex,TA,Gd,Ex,RFn,Ex,Gd
1118,149500,66.0,9240,6,8,1959,1998,2009,0.0,708.0,988.0,988,0,988,1.0,0.0,2,0,3,6,0,297.0,156,0,0,NAmes,Gd,TA,No,Gd,Unf,TA,None
1119,142500,24.0,2304,7,7,1978,1978,2007,0.0,632.0,1061.0,1055,0,1055,0.0,0.0,2,0,2,4,0,319.0,108,32,0,NPkVill,TA,TA,No,TA,Unf,TA,None
1120,136500,54.0,7223,5,5,1926,1950,2007,0.0,319.0,1290.0,1422,0,1422,0.0,0.0,1,0,3,6,0,352.0,0,0,0,Crawfor,TA,TA,Mn,TA,Unf,TA,None
1121,137000,0.0,3612,6,5,1993,1994,2006,0.0,338.0,630.0,630,690,1320,0.0,0.0,2,1,3,5,0,484.0,0,48,0,Landmrk,TA,TA,No,TA,Unf,Ex,None
1122,226500,63.0,12680,7,6,1988,1988,2008,102.0,983.0,1675.0,1688,0,1688,1.0,0.0,2,0,2,6,1,528.0,0,48,141,NWAmes,Gd,TA,Mn,Ex,RFn,Ex,Ex
1123,171500,85.0,10176,7,5,1990,1990,2010,0.0,637.0,1300.0,1341,0,1341,1.0,0.0,1,1,2,5,1,506.0,192,0,0,Gilbert,TA,TA,Gd,Gd,Unf,Gd,Po
1124,132500,55.0,10780,5,5,1976,1976,2006,0.0,483.0,911.0,954,0,954,0.0,0.0,1,0,3,6,0,576.0,0,0,0,CollgCr,TA,TA,Av,TA,Unf,Gd,None
1125,87500,0.0,8544,3,4,1949,1950,2006,340.0,0.0,0.0,1040,0,1040,0.0,0.0,2,0,2,6,0,400.0,0,0,0,NAmes,TA,TA,No,TA,Unf,Fa,None
1126,223000,79.0,10646,7,5,2001,2001,2008,513.0,681.0,858.0,872,917,1789,1.0,0.0,2,1,3,7,1,546.0,0,0,0,Somerst,TA,TA,No,TA,Fin,Ex,TA
1127,174000,80.0,8400,6,9,1962,2005,2008,237.0,0.0,1319.0,1537,0,1537,1.0,0.0,1,1,3,7,1,462.0,0,36,0,NAmes,Gd,Gd,No,Gd,RFn,TA,Gd
1128,142000,85.0,15428,5,6,1951,1991,2006,0.0,741.0,884.0,884,0,884,1.0,0.0,1,0,2,4,0,270.0,0,0,195,NAmes,TA,TA,No,TA,Fin,Ex,None
1129,232600,81.0,11216,8,5,2006,2006,2006,0.0,0.0,1489.0,1489,0,1489,0.0,0.0,2,0,3,7,1,776.0,0,140,0,Somerst,Gd,TA,No,Gd,RFn,Ex,Gd
1130,181000,78.0,10140,6,6,1974,1999,2006,99.0,663.0,1040.0,1309,0,1309,1.0,0.0,1,1,3,5,1,484.0,265,0,0,NWAmes,TA,TA,No,Gd,RFn,Fa,Fa
1131,151400,42.0,3964,6,4,1973,1973,2006,0.0,837.0,942.0,1291,1230,2521,1.0,0.0,2,1,5,10,1,576.0,728,20,0,MeadowV,TA,TA,No,TA,Fin,Gd,Gd
1132,250000,98.0,11428,8,5,2006,2006,2007,248.0,0.0,1626.0,1634,0,1634,0.0,0.0,2,0,3,7,1,866.0,0,44,0,NridgHt,Gd,TA,No,Gd,RFn,Ex,Gd
1133,196500,80.0,10421,7,5,1988,1988,2010,42.0,394.0,980.0,980,734,1714,0.0,0.0,2,1,3,7,1,496.0,228,66,0,NWAmes,TA,TA,No,TA,Unf,TA,TA
1134,185000,75.0,13500,7,8,1879,1987,2007,0.0,0.0,819.0,1312,1142,2454,0.0,0.0,2,0,3,8,1,576.0,0,148,0,OldTown,TA,Gd,No,TA,Unf,TA,Gd
1135,113000,75.0,9000,6,5,1969,1969,2009,200.0,955.0,1216.0,1216,0,1216,1.0,0.0,1,0,3,5,0,336.0,0,0,0,NWAmes,TA,TA,Av,TA,Unf,TA,None
1136,392000,60.0,8089,8,6,2007,2007,2007,0.0,945.0,1419.0,1419,0,1419,1.0,0.0,2,0,2,7,1,567.0,140,0,0,StoneBr,Gd,TA,Av,Gd,RFn,Ex,Gd
1137,127500,35.0,9400,6,5,1975,1975,2006,250.0,945.0,945.0,980,0,980,0.0,2.0,2,0,4,4,0,0.0,0,0,0,Edwards,TA,TA,Gd,TA,None,TA,None
1138,177000,24.0,2117,6,5,2000,2000,2007,216.0,417.0,756.0,769,804,1573,0.0,0.0,2,1,3,4,0,440.0,0,32,0,Somerst,Gd,TA,No,Gd,Unf,Ex,None
1139,265000,85.0,10625,6,5,2004,2004,2007,353.0,0.0,1158.0,1158,1285,2443,0.0,0.0,2,1,4,9,1,744.0,193,127,0,Somerst,Gd,TA,Av,Gd,RFn,Ex,Gd
1140,312500,106.0,8413,8,5,1998,1998,2007,0.0,901.0,1220.0,1220,1142,2362,1.0,0.0,2,1,3,8,2,1105.0,147,0,144,Somerst,Gd,Gd,Mn,Gd,RFn,Ex,TA
1141,325000,75.0,13500,10,9,1893,2000,2008,0.0,0.0,1237.0,1521,1254,2775,0.0,0.0,3,1,3,9,1,880.0,105,502,0,OldTown,Ex,Ex,No,Gd,Unf,Gd,Gd
1142,275000,0.0,15676,8,8,1980,1980,2009,115.0,1733.0,2014.0,2014,0,2014,1.0,0.0,2,0,2,6,2,864.0,462,0,0,Veenker,Gd,Gd,Gd,Gd,RFn,Gd,Gd
1143,290000,82.0,9950,7,5,1995,1995,2007,290.0,565.0,1203.0,1214,1306,2520,0.0,0.0,2,1,4,9,1,721.0,224,114,0,NoRidge,Gd,TA,No,Gd,RFn,Ex,TA
1144,169000,39.0,15410,6,6,1974,2002,2010,250.0,126.0,1208.0,1494,0,1494,1.0,0.0,2,0,3,7,2,461.0,296,0,0,Sawyer,TA,Gd,Gd,TA,Fin,Ex,Fa
1145,89000,50.0,6000,5,7,1921,1950,2006,0.0,616.0,616.0,616,0,616,0.0,0.0,1,0,2,4,0,205.0,0,0,0,BrkSide,TA,TA,No,TA,Unf,Gd,None
1146,180400,63.0,8402,6,5,1998,1998,2010,0.0,0.0,789.0,789,676,1465,0.0,0.0,2,1,3,7,1,393.0,0,75,0,Gilbert,TA,TA,No,TA,Fin,Gd,Gd
1147,284000,85.0,10655,8,5,2003,2004,2009,296.0,1124.0,3206.0,1629,0,1629,1.0,0.0,2,0,3,7,1,880.0,0,0,0,NridgHt,Gd,TA,No,Gd,RFn,Ex,Gd
1148,114500,70.0,10150,5,5,1958,1958,2007,1.0,456.0,912.0,912,0,912,0.0,0.0,1,0,2,5,0,275.0,0,0,0,NAmes,TA,TA,No,TA,RFn,Ex,None
1149,212900,84.0,10084,7,5,2005,2006,2006,196.0,24.0,1552.0,1552,0,1552,0.0,0.0,2,0,3,7,0,782.0,144,20,0,CollgCr,Gd,TA,Av,Gd,RFn,Ex,None
1150,187100,67.0,16285,7,5,2001,2002,2009,0.0,0.0,1413.0,1430,0,1430,0.0,0.0,2,0,3,6,0,605.0,0,33,0,CollgCr,Gd,TA,No,Gd,RFn,Ex,None
1151,176000,34.0,3230,6,5,1999,1999,2007,1129.0,419.0,729.0,729,729,1458,0.0,0.0,2,1,2,5,1,440.0,0,32,0,Somerst,TA,TA,No,TA,Unf,Gd,Fa
1152,215000,0.0,21579,6,6,1968,1968,2007,0.0,813.0,1488.0,1488,0,1488,0.0,1.0,2,0,3,7,2,552.0,0,0,0,Crawfor,TA,TA,No,TA,RFn,Ex,Gd
1153,185900,64.0,8320,7,5,2004,2004,2008,0.0,490.0,770.0,770,812,1582,0.0,0.0,2,1,3,6,0,520.0,0,45,0,CollgCr,Gd,TA,No,Gd,RFn,Ex,None
1154,120500,60.0,6960,4,6,1970,1970,2009,0.0,375.0,864.0,864,0,864,0.0,0.0,1,0,3,5,0,660.0,96,0,0,NAmes,TA,TA,No,Gd,Unf,TA,None
1155,192140,60.0,21930,5,5,2005,2005,2006,0.0,0.0,732.0,734,1104,1838,0.0,0.0,2,1,4,7,1,372.0,100,40,0,Gilbert,Gd,TA,Av,TA,Fin,Ex,Gd
1156,130500,60.0,6600,5,9,1982,2008,2008,0.0,641.0,816.0,816,0,816,0.0,1.0,1,0,3,5,1,264.0,0,0,0,Mitchel,Gd,Gd,No,Gd,Unf,Ex,Ex
1157,98000,50.0,8405,4,3,1945,1950,2009,0.0,0.0,0.0,1088,441,1529,0.0,0.0,2,0,4,9,0,240.0,92,0,0,Edwards,TA,TA,No,TA,Unf,TA,None
1158,475000,91.0,11778,9,5,2008,2008,2008,554.0,2085.0,2271.0,2276,0,2276,1.0,0.0,2,0,3,7,2,1348.0,0,0,255,CollgCr,Gd,TA,Gd,Ex,RFn,Ex,Gd
1159,67000,60.0,8967,5,2,1920,1950,2007,0.0,0.0,961.0,1077,0,1077,0.0,0.0,1,0,2,6,0,338.0,0,0,0,IDOTRR,TA,Fa,No,TA,Unf,Gd,None
1160,325624,86.0,10562,8,5,2007,2007,2007,300.0,1288.0,1582.0,1610,551,2161,1.0,0.0,1,1,3,8,1,789.0,178,120,0,NridgHt,Gd,TA,No,Ex,Fin,Ex,Gd
1161,245000,44.0,12864,7,5,2002,2002,2007,0.0,1392.0,1409.0,1409,0,1409,1.0,0.0,1,1,1,4,1,576.0,0,144,145,Mitchel,Gd,TA,No,Gd,RFn,Ex,Gd
